date,sales,tv_spend,search_spend,social_spend,email_spend,price_index,promo
2022-01-03,304.7291216655501,75.07212165315659,61.034220988362144,40.23299169506538,16.381798346283972,1.0030471707975444,0
2022-01-10,345.01522357213287,85.06302641975624,70.80945542195326,59.42436832894483,14.765000621036055,0.9988946223784704,0
2022-01-17,397.4353715245724,75.82460164053498,61.66613951372373,53.967073349578975,16.232115618940963,1.0239641892759377,1
2022-01-24,358.59776562220856,91.56122387068173,51.85188743299439,42.79087752465355,7.948551635467597,1.0292598246458733,0
2022-01-31,374.1614699616741,120.07526556782578,40.69971014227987,56.103184557914346,4.304255285296203,0.9991899729671699,0
2022-02-07,375.0405739153128,112.11523469695098,41.319314603896075,32.716414994182486,0.0,1.000240658096193,0
2022-02-14,386.0858582723511,130.8023959336005,38.398862183170124,30.383765572999803,5.0107336574135255,1.006064717317424,0
2022-02-21,375.29011082245717,122.47890018711675,32.15306952838425,26.590002167685228,8.268765691611131,0.992051260790813,0
2022-02-28,380.1449762573544,109.96170625107902,49.97351748209905,14.130453432286199,8.396180194893741,0.9865695352601412,0
2022-03-07,369.8879099096393,126.7336145398583,41.62138997697362,21.550683224204462,13.84576903501864,0.9727692358705559,0
2022-03-14,402.8724652409448,103.16296383709437,25.353931641467334,12.501466062811964,11.941051564512565,0.9889398022666672,1
2022-03-21,378.490094214232,104.03790195305011,46.307396297003926,15.980013308920622,13.30507559359604,0.9913182420364164,0
2022-03-28,379.8348640567332,81.53432730416831,48.257487545413674,36.39917125724558,6.37850344014309,0.9913658435347368,0
2022-04-04,362.288377718522,80.99818723788806,58.449211087499755,20.68806843770672,2.0349759468059685,1.0112724120696803,0
2022-04-11,403.4867970342214,63.55575104330691,69.52362980153154,14.92434879359093,4.566121673320258,1.0139695568633957,1
2022-04-18,380.2455296538848,83.2256797178286,76.19153874297172,57.50242734682584,8.220245040650472,1.0078667526890408,0
2022-04-25,380.7888605933292,45.74737919725714,64.35497752724393,71.23158479067867,11.695394591010494,1.023541685322786,0
2022-05-02,373.04931309602176,71.16065848892352,72.06805982953638,48.129280158366086,10.75207877830357,1.0091114988454184,0
2022-05-09,386.4779329605033,53.76482807028724,41.073773472368146,35.56844473502157,11.727084623262204,1.0220469561778887,1
2022-05-16,392.7097555860069,72.75098454955844,43.04900565618617,48.99791686872474,5.674097323704583,1.0042870541758886,1
2022-05-23,318.6924848786198,66.44531297851755,61.0617226608302,45.74066218862361,0.0,0.9933650630787962,0
2022-05-30,390.4127533932811,83.93428629756664,32.83200328405663,41.33326034752445,3.5343050731741745,0.9799282513911447,1
2022-06-06,345.12251662945084,70.38702371973825,44.893601343962345,26.66179441101358,4.993553723716705,0.993525088533032,1
2022-06-13,312.3055477652608,39.84132970918151,35.890044586615666,35.310846789549714,2.7274853722336427,0.978600527697351,0
2022-06-20,346.05433237578876,67.37762310543278,48.63808272579235,28.890347516152612,11.936082632911756,0.9792570444604958,0
2022-06-27,338.5684725820747,56.43700050388881,51.760437964990004,6.2577962610699664,16.986464528168202,0.9871842010542423,0
2022-07-04,329.8152434707006,72.2258023645059,59.58877365625868,23.603227168859085,15.357911472771947,1.0053230918555336,0
2022-07-11,349.1467959182888,108.65131810633976,59.87554934012352,35.7767020248075,10.98990262231784,1.012948904084516,0
2022-07-18,368.08565807988697,101.18108646455964,74.30284116279331,21.23240120080003,3.8126030753072433,1.020587003433833,0
2022-07-25,337.09952815387487,86.09411002733869,59.2321904742264,21.09946104039894,0.0,1.02416238751204,0
2022-08-01,363.7186497926398,85.3688361507354,68.08539686532711,28.775313980650875,0.5686632618428167,1.0401168008624129,0
2022-08-08,402.1880881899022,103.86713746027928,63.34602577825129,42.17668267467337,9.121422620588946,1.00919830300097,1
2022-08-15,360.35230032096706,86.56931961173443,46.650929104935784,27.427949942153827,13.441976648492624,0.9996638859950358,0
2022-08-22,373.6098637776218,94.75061769150263,32.22249805931496,49.76714954401135,17.861353705283626,0.9870759594317701,0
2022-08-29,358.2395250509875,108.05554814040403,35.140861650890834,48.26252800224477,15.480179207109236,0.9928973410609391,0
2022-09-05,344.6245857611491,117.90427718894186,27.474725722436503,69.63041221720763,7.515706124068609,0.9925893980735006,0
2022-09-12,349.92720914028007,105.70948853938648,44.3303140595351,50.22471805024361,0.0,0.9790063479414902,0
2022-09-19,332.9274522252857,57.24873667212271,24.516250930343176,63.327657237265306,1.0433198384988769,0.9751387579125016,0
2022-09-26,365.4924725034273,90.54839254264287,48.97219622773045,33.108908636686735,4.471453328348572,0.9824607244022122,1
2022-10-03,332.1472926249058,81.08050359848869,41.38472951666074,41.96761928953532,7.48135817016966,1.006505927878247,0
2022-10-10,327.6423959481075,80.22546267340145,52.71976500510569,32.96939888138245,10.570454221164152,1.0167270051529098,0
2022-10-17,351.00931513518435,92.62506592367392,83.63844987135688,16.348355907794797,14.758014815378127,1.0218912200009251,0
2022-10-24,367.6623260076296,32.473359391908986,76.69941218580092,21.304011871176176,10.668367031851172,1.0131990804090742,1
2022-10-31,313.087977943492,50.55885197479202,54.2347421693449,28.223126115089503,6.028193842486027,1.0210219380843755,0
2022-11-07,303.9202640095099,65.48818877476498,37.46812117338326,14.388411848715059,4.630221957513214,1.0144293112562233,0
2022-11-14,272.06841378062967,31.458362155739515,13.34032665414691,4.457094366338621,0.7946618891439561,1.0069731992530413,0
2022-11-21,301.6378043775129,77.32151386835127,29.650030315545532,23.977322060718453,4.552072910852038,1.0039279744937308,0
2022-11-28,309.28488569284525,62.149943123374506,54.805355980277895,21.931535057185975,8.907219974894241,0.9889735023229309,0
2022-12-05,316.8063178060263,72.12416314030966,34.91029899253712,33.55830332398137,8.885849542122395,0.9880888107770106,0
2022-12-12,342.2921796638572,54.85777862115319,29.379119944388712,42.26970446455267,12.555636998872194,0.9808216132129278,0
2022-12-19,343.77403578295235,80.58837604839894,47.48111386749747,32.93676327307598,16.493571075832392,0.9864315166690267,0
2022-12-26,333.98537668897063,90.04418173264659,36.71868637897248,37.235778493523966,4.426153555459289,0.9970184188175101,0
2023-01-02,366.5435211384834,83.49317030205755,58.31961584092442,57.33858862033296,0.0,0.9854284418014433,0
2023-01-09,373.26652864568365,89.49890499766938,68.66514803753513,47.08780438896109,0.0,1.0060977512773024,0
2023-01-16,360.0947393087788,95.67322789032009,69.1388210550073,25.233969660804526,3.9070895836469886,1.0117559507749452,0
2023-01-23,391.601902446828,83.62788748492916,75.65562358298487,50.10617124619796,8.180359740435968,1.0134653989995277,0
2023-01-30,402.3125085725943,98.3616664437361,64.87599676455334,39.13361458577839,11.951303979121755,1.0159489023414414,0
2023-02-06,397.2217419033689,101.08756808035,59.17641591487214,23.669923090933107,17.641929857253935,1.02821186627716,0
2023-02-13,387.5727335062899,110.56862981775377,36.10189221025583,12.318309239053669,4.161736956774192,0.9961280021288187,0
2023-02-20,415.42544074012415,119.81508555610577,44.06313947897736,27.229717906272782,9.100193716954623,1.0048964702601637,1
2023-02-27,395.04419564943345,87.49736483745924,46.89057533404381,20.454612186648976,8.380178060013616,0.9699088491190261,0
2023-03-06,374.6970543490224,98.69946119254774,20.859961081386516,38.745957731451135,0.0,0.9779508248464339,0
2023-03-13,372.08906364090217,118.7998996709045,26.09788624773801,23.466455597390922,2.6803402085472947,0.981773353169089,0
2023-03-20,396.18609085747295,80.46425586890575,56.188155135696725,27.62471577037364,5.828932154652007,0.9894025459957196,0
2023-03-27,440.85823409205227,73.64914134783417,50.414830041966304,28.550991539341503,9.621098407164531,0.9978178023570532,1
2023-04-03,416.45798933255134,83.03459287746792,75.33106338856628,43.99035457676343,13.02057435539931,1.0079334723519993,0
2023-04-10,454.71872789394104,86.68288625009086,63.245016188455864,48.62976120295219,16.462696107136523,1.005807212718391,1
2023-04-17,401.41673224672377,68.55331153231566,84.5502833359249,59.553158294302385,13.424552120124714,1.0118361593912275,0
2023-04-24,392.33059653918485,83.35634240053497,69.0624205341386,47.084797279674504,2.688045779482426,1.0284339362945327,0
2023-05-01,394.5669099674408,72.27731309115651,64.01183273541976,49.081319844107576,7.715820271724981,1.0167872816048922,0
2023-05-08,384.2839562880309,69.25189493621558,68.14033595049128,47.48034411628042,3.9264891748708526,1.0005055899314368,0
